,taxon_id,taxon_size,mean_cosine_score,taxon_base_path,taxon_level,level1taxon,fewer_than_or_equal_5items,more_than_0_5_diversity
1067,4a5c08c6-8eed-48d3-99f8-cee23ed300d0,4,0.1517632007598877,/money/business-tax-construction-industry-scheme-subcontractors,4,Money,1,0
1204,2f9e3f9e-e2f0-4654-88a6-7ba0f251d76e,5,0.1512884497642517,/money/personal-tax-national-insurance-national-insurance-numbers,4,Money,1,0
1158,9f41fccc-5723-4039-b7a0-02528a5491c5,6,0.15116910636425018,/money/dealing-with-hmrc-paying-hmrc-paye,4,Money,0,0
1256,a22b6a91-e1a8-4345-8cdd-68d6dbcec849,2,0.15011882781982422,/housing-local-and-community/landscape,3,"Housing, local and community",1,0
1159,339e31d9-378c-419d-9e78-84e33c8a5e41,9,0.1488824039697647,/environment/coal-water-management,4,Environment,0,0
1117,e942477a-bb00-44e9-97c3-f52d6f8f1dcc,3,0.14844202995300293,/money/personal-tax-national-insurance-rates-and-classes,4,Money,1,0
966,f2e1a04f-c019-4727-a7f5-e123c6acc286,6,0.1483735889196396,/money/business-tax-stamp-taxes-sdlt-on-specific-transactions,4,Money,0,0
1249,b500ab05-19a2-491b-b7c8-90729118c244,2,0.1466171145439148,/regional-and-local-government/local-government-council-tax-council-tax-bands,4,Regional and local government,1,0
995,1333a669-9deb-4433-956d-f89e293b33d2,46,0.14621242880821228,/transport/weekend-closures,4,Transport,0,0
691,d9622b3b-d8a7-4274-9d44-17afebd86ca6,5,0.14271175861358643,/money/business-tax-stamp-duty-on-shares-stamp-tax-on-paper-shares,4,Money,1,0
1129,b6eac040-8084-483c-a248-edea08955799,3,0.14100725948810577,/money/business-tax-employment-related-securities-asset-valuation,4,Money,1,0
1228,e19a4a42-727d-4d97-aca7-fbf449a3bd72,5,0.139017254114151,/money/business-tax-corporation-tax-payments-and-refunds,4,Money,1,0
1240,760c5c1f-223e-4640-9caa-a8a81d8610a9,4,0.13743576407432556,/money/personal-tax-capital-gains-tax-paying-hmrc,4,Money,1,0
1183,f8415414-4d98-466e-a991-5d97aa4733de,3,0.13573254644870758,/money/personal-tax-self-assessment-refunds-appeals-and-penalties,4,Money,1,0
1134,e69dc613-58af-47aa-8d8e-79708fbfe677,5,0.13454660773277283,/education/free-meals-for-16-to-18-year-olds,4,"Education, training and skills",1,0
256,720f650a-331f-4575-9c56-376d1eaa9ca0,757,0.13231909275054932,/education/teaching-standards-misconduct-and-practice,3,"Education, training and skills",0,0
790,b81abd86-9d71-4645-b010-349400ae243e,5,0.131169855594635,/money/business-tax-ir35-off-payroll-working-rules,4,Money,1,0
145,ee851490-dd5a-4163-b337-9628795dee0a,218,0.1296193152666092,/transport/overnight-works,4,Transport,0,0
979,a47819ad-9f57-4976-ac7e-f1586553d3e7,5,0.12948474287986755,/money/business-tax-pension-scheme-administration-paying-into-a-pension-scheme,4,Money,1,0
1138,d1704b8c-343e-48b2-a477-767147783199,2,0.12775802612304688,/housing-local-and-community/land-registration-business-mortgage-services-ownership-verification,4,"Housing, local and community",1,0
1056,9e500421-3185-4032-82ae-e77a94b18da9,3,0.12202060222625732,/defence/defence-armed-forces-military-awards-commemorations-medals,3,Defence and armed forces,1,0
1144,f7bfbd46-3403-4b71-9cdd-2e4826794218,2,0.12149864435195923,/money/business-tax-stamp-taxes-stamp-duty-before-december-2003,4,Money,1,0
1229,df7477b4-7ee3-4fcc-8a48-450cc35a535a,2,0.11900070309638977,/money/business-tax-money-laundering-regulations-problems-and-compliance-checks,3,Money,1,0
1242,3194fc96-e298-497d-9f3c-9dc04394ea14,3,0.11378330737352371,/education/parental-responsibility-measures-attendance-censuses,4,"Education, training and skills",1,0
856,ce4b939e-614d-4754-bf20-86347cc56c4b,3,0.11270002275705338,/money/dealing-with-hmrc-paying-hmrc-payment-problems,4,Money,1,0
1072,49043bab-0075-414b-969b-b144539eef05,3,0.11182799935340881,/childcare-parenting/social-care-provider-complaints,4,"Parenting, childcare and children's services ",1,0
1190,3deb7ca6-27ad-4aa1-b1b2-e9187c601740,3,0.10965576767921448,/environment/environmental-management-chemicals-reach-regulations,3,Environment,1,0
127,e436669d-6f01-41ed-8401-23af7b15c758,975,0.10907559841871262,/transport/planned-roadworks,4,Transport,0,0
1110,5a39596c-801f-477f-b574-43f8f16daecd,4,0.10838571190834045,/money/business-tax-corporation-tax-filing-your-return,4,Money,1,0
1255,51054a90-7681-45f1-bb1b-455b25ad4083,3,0.10833259671926498,/employment/business-tax-self-employed-managing-expenses,3,Work,1,0
1202,83014cce-0d8f-4ade-8697-9e108e0c1a71,2,0.10447394847869873,/money/dealing-with-hmrc-paying-hmrc-transport-and-environmental-duties,4,Money,1,0
1091,9797d693-65f2-4e74-b652-2dae0ce7e4d4,3,0.10434196144342422,/childcare-parenting/financial-help-if-youre-a-student-with-children,3,"Parenting, childcare and children's services ",1,0
1195,a7041d98-c40a-46de-80c8-e45a421c4f95,5,0.1039554625749588,/education/school-exclusion-reviews,4,"Education, training and skills",1,0
1239,d9f7763a-d189-4f5b-a1ff-478da82b64a3,4,0.10202641785144806,/employment/business-tax-self-employed-paying-hmrc,3,Work,1,0
1053,a9d68a43-fc33-4ff1-8c4f-f511b7cb1e22,2,0.10194295644760132,/housing-local-and-community/land-registration-business-mortgage-services-property-portfolio-management,4,"Housing, local and community",1,0
708,1129721d-78ad-4795-ab16-920b0b851ee8,13,0.09813545644283295,/business/business-tax-import-export-exchange-rates,4,Business and industry,0,0
1222,60492cbe-01c7-4226-87a6-b36cd58a41bd,2,0.09670841693878174,/environment/vessel-surveys-inspections,4,Environment,1,0
1189,15c02dff-cb8b-4aa6-8fc5-4d3e73de001d,3,0.09229056537151337,/money/personal-tax-savings-investment-tax-tax-on-shares,4,Money,1,0
1035,59ceb6a5-8cb3-4671-bee2-9b392e916298,2,0.09071600437164307,/education/teacher-records,3,"Education, training and skills",1,0
1245,0f446ccf-1b3d-4a6e-b1e5-c812cd6073ac,2,0.08910819888114929,/environment/farming-food-grants-payments-intervention-schemes,4,Environment,1,0
1194,9398e6cc-dd17-42ce-b52c-b0639a66887d,2,0.08863738179206848,/environment/farming-food-grants-payments-private-storage-aid,4,Environment,1,0
436,229ff51f-60db-4bea-84f7-c156c36e2a6b,2,0.08732485771179199,/money/personal-tax-income-tax-scottish-rate-of-income-tax,4,Money,1,0
1131,f695028c-ca84-41e4-ba72-d17878eadf35,2,0.08295397460460663,/government/technology-guidance-technology-guidance-apis,4,Government,1,0
1217,6b0e810c-84e4-4527-9c96-70abd2e4922f,2,0.08195739984512329,/regional-and-local-government/local-government-business-rates-submit-your-rent-or-lease-details,4,Regional and local government,1,0
1253,dae0c91a-d4ba-4262-a639-e1e0719e658c,2,0.07755233347415924,/environment/coal-permits-licences,4,Environment,1,0
1165,4b118ae1-d783-47a8-bdec-905a1bf2ca9e,2,0.07458710670471191,/money/personal-tax-inheritance-tax-wills-and-probate,4,Money,1,0
1247,c81c1fa0-686f-4168-a939-f65b976effca,2,0.07377779483795166,/regional-and-local-government/local-government-council-tax-renting,4,Regional and local government,1,0
1233,4045babc-d429-4492-974e-daf1a822db32,2,0.07292962074279785,/education/general-hospital-school-censuses,4,"Education, training and skills",1,0
1188,ad06699f-5543-4d96-9016-ba252e1a00a7,3,0.07127179205417633,/money/personal-tax-income-tax-overpayments-and-underpayments,4,Money,1,0
1230,deec10aa-e68b-4bcc-9361-a0be605479de,2,0.06862640380859375,/employment/business-tax-self-employed-stopping-or-selling-your-business,3,Work,1,0
1199,702a503b-850f-4c6a-b111-0071a2e08e6b,2,0.05652704834938049,/housing-local-and-community/party-walls,3,"Housing, local and community",1,0
692,d4dece0b-f8cd-4c2d-91aa-1a3e180cbcc7,2,0.034005045890808105,/money/dealing-with-hmrc-paying-hmrc-shares,4,Money,1,0
1246,bdcfeeac-8482-46c1-8a8a-7fb746fb289c,2,0.023102521896362305,/welfare/benefits-credits-child-benefit-high-income-tax-charge,3,Welfare,1,0
1252,b0c0b3c6-6ee2-4fce-9abd-4a73be10c483,1,2.384185791015625e-07,/childcare-parenting/surrogacy,3,"Parenting, childcare and children's services ",1,0
1243,930f5c6c-1788-4e64-961e-ed8bf22e5627,1,1.7881393432617188e-07,/money/business-tax-employment-related-securities-national-insurance-transfers,4,Money,1,0
1122,421d530e-14cc-4403-b020-eb2d6295e3ae,1,1.1920928955078125e-07,/defence/defence-armed-forces-ministry-of-defence-estate-film-locations,3,Defence and armed forces,1,0
1213,ab7aae60-474a-4ada-b1fb-e825983c1c13,1,1.1920928955078125e-07,/money/dealing-with-hmrc-paying-hmrc-child-benefit-overpayments,4,Money,1,0
805,cb501a60-9413-4bf9-beae-92f71ce66534,1,1.1920928955078125e-07,/money/personal-tax-capital-gains-tax-divorce-and-separation,4,Money,1,0
1121,bdb1c221-d4e5-45c3-8c22-079b8b3c831e,1,1.1920928955078125e-07,/money/oil-and-gas,4,Money,1,0
1244,a3a95dd0-65b1-4811-a6ff-a81af1b569b8,1,5.960464477539063e-08,/employment/workplace-bullying-and-harassment,3,Work,1,0
1168,6f11b0b8-ab44-4545-8e76-a94adc3935f0,1,5.960464477539063e-08,/money/personal-tax-self-assessment-records-you-must-keep,4,Money,1,0
1161,670fb1d9-8ae5-4912-9121-6e0eb226b760,1,5.960464477539063e-08,/defence/defence-armed-forces-ministry-of-defence-estate-military-crash-sites,3,Defence and armed forces,1,0
1221,7dc33d07-93e7-4c5d-aa26-7270db1e8209,1,5.960464477539063e-08,/environment/environmental-management-chemicals-mercury,3,Environment,1,0
1262,373e6e1c-d73f-41a7-ac8c-0da991abbedb,1,0.0,/money/business-tax-vat-reclaiming-vat-on-a-new-home,4,Money,1,0
1257,69311d87-0a19-47f0-b8f6-828146990cfb,1,0.0,/government/technology-guidance-technology-guidance-govuk-notify,4,Government,1,0
1263,66acfe61-6c51-4cd9-90e0-34e47358020c,1,0.0,/environment/fishing-vessels,3,Environment,1,0
1254,0f0ba370-1824-4326-85a3-c4038a0a3783,1,0.0,/money/business-tax-international-tax-shipping,4,Money,1,0
1251,e1530b83-d797-4b05-b601-96bb8950fbc3,1,0.0,/environment/oil-and-gas-finance-and-taxation-market-values,4,Environment,1,0
1261,2368b8b1-9405-4e66-b396-a5d54b777a0a,1,0.0,/environment/farming-food-grants-payments,3,Environment,1,0
1211,ead6c3d2-7087-4f0f-821d-3313f072f4a2,1,0.0,/business-and-industry/business-exports-licences-and-special-rules,4,Business and industry,1,0
1248,8da9b722-fa09-42be-aa0c-0d20fdf35a63,1,0.0,/money/dealing-with-hmrc-paying-hmrc-tax-credit-overpayments,4,Money,1,0
1238,713fe1da-e59d-41af-b06d-fbf2fd2a9b7e,1,0.0,/environment/producing-distributing-food-sugar,4,Environment,1,0
1034,4eb7fc94-9bf9-4578-aca1-737cbaaed516,1,0.0,/money/personal-tax-self-assessment-registering-for-self-assessment,4,Money,1,0
1231,73153251-39a7-45a7-b5d0-ee7e79566ca7,1,0.0,/money/personal-tax-national-insurance-refunds,4,Money,1,0
1047,631f2a09-9bee-4911-898c-3a3c3568c737,1,0.0,/money/business-tax-large-midsize-business-guidance-mid-sized-businesses,4,Money,1,0
1219,4d4ca1ea-a38c-4add-89c7-24e2bfa66ad0,1,0.0,/money/dealing-with-hmrc-software-development-hmrc-recognition-scheme,4,Money,1,0
779,ee750852-0173-4cf6-9cbf-3650ef535296,1,0.0,/money/business-tax-vat-exchange-rates,4,Money,1,0
1200,5c2be44d-4007-446a-99c4-a45f92923314,1,0.0,/government/technology-guidance-technology-guidance-smarter-working,4,Government,1,0
1092,ed162339-1b37-4cc4-9154-a8da7233b36a,1,0.0,/housing-local-and-community/land-registration-business-mortgage-services-risk-management,4,"Housing, local and community",1,0
1191,c52607de-10f8-4dc7-9adb-6e29ac5947f3,1,0.0,/transport/mots,4,Transport,1,0
1184,9031a0b6-67df-4bf0-a5b3-53cf9d78b8a4,1,0.0,/money/business-tax-ir35-employment-status,4,Money,1,0
665,fd7a5216-1dd4-4753-8abd-3da8c6e495e1,1,0.0,/defence/defence-armed-forces-ministry-of-defence-estate-art-collection,3,Defence and armed forces,1,0
1124,42014518-98a0-4d42-94c4-fa019d0b5baf,1,0.0,/money/dealing-with-hmrc-paying-hmrc-money-laundering-regulation-fees,4,Money,1,0
1264,51522bef-3147-4d85-a4e9-ad3d94743183,1,0.0,/money/personal-tax-capital-gains-tax-personal-possessions,4,Money,1,0
